Date,Customer Acquisition Type,Country,Product,Units,Price,Revenue,Delivery Performance,Return,Customer Satisfaction
2/2/2020,Ad,Norway,Product 4,15,400,6000,On-time,No,Good
2/3/2020,Ad,United Kingdoms,Product 2,25,500,12500,On-time,No,Good
2/3/2020,Organic,United Kingdoms,Product 2,31,500,15500,On-time,No,Very good
2/3/2020,Ad,United Kingdoms,Product 2,5,500,2500,Delayed,No,Very good
2/3/2020,Returning,Germany,Product 2,32,500,16000,Delayed,No,Ok
2/3/2020,Organic,Germany,Product 2,34,500,17000,On-time,No,Very good
2/3/2020,Returning,Germany,Product 2,30,500,15000,On-time,No,Very good
2/3/2020,Ad,Poland,Product 4,12,400,4800,On-time,No,Good
2/3/2020,Returning,Poland,Product 4,25,400,10000,On-time,No,Very good
2/3/2020,Ad,Spain,Product 2,30,500,15000,On-time,No,Very good
2/3/2020,Ad,Poland,Product 2,40,500,20000,On-time,No,Low
2/3/2020,Organic,Poland,Product 2,18,500,9000,On-time,No,Low
2/3/2020,Organic,Norway,Product 4,1,400,400,On-time,No,Good
2/3/2020,Returning,France,Product 2,15,500,7500,On-time,No,Very good
2/3/2020,Returning,United Kingdoms,Product 5,33,200,6600,Delayed,No,Good
2/3/2020,Organic,Spain,Product 2,29,500,14500,On-time,No,Good
2/3/2020,Organic,Poland,Product 2,16,500,8000,On-time,No,Very good
2/3/2020,Ad,United Kingdoms,Product 4,21,400,8400,Delayed,Yes,Very low
2/4/2020,Organic,Poland,Product 2,8,500,4000,On-time,No,Good
2/4/2020,Ad,United Kingdoms,Product 2,15,500,7500,On-time,No,Good
2/4/2020,Organic,Norway,Product 4,34,400,13600,On-time,No,Good
2/4/2020,Organic,Germany,Product 3,49,100,4900,On-time,Yes,Good
2/4/2020,Organic,France,Product 4,23,400,9200,On-time,No,Good
2/4/2020,Organic,United Kingdoms,Product 2,23,500,11500,On-time,Yes,Good
2/4/2020,Organic,Norway,Product 3,36,100,3600,On-time,No,Very good
2/4/2020,Organic,Germany,Product 5,1,200,200,On-time,Yes,Ok
2/4/2020,Ad,United Kingdoms,Product 4,20,400,8000,On-time,No,Ok
2/4/2020,Organic,Germany,Product 1,1,300,300,On-time,No,Good
2/4/2020,Organic,United Kingdoms,Product 4,41,400,16400,On-time,No,Good
2/4/2020,Ad,Germany,Product 5,9,200,1800,On-time,No,Ok
2/4/2020,Returning,United Kingdoms,Product 1,29,300,8700,On-time,No,Very good
2/4/2020,Ad,Poland,Product 1,38,300,11400,On-time,No,Very good
2/4/2020,Ad,Norway,Product 3,38,100,3800,On-time,No,Low
2/5/2020,Organic,Poland,Product 2,47,500,23500,On-time,No,Ok
2/5/2020,Ad,Poland,Product 1,38,300,11400,On-time,No,Very low
2/5/2020,Returning,France,Product 2,32,500,16000,On-time,No,Good
2/5/2020,Organic,Poland,Product 5,47,200,9400,On-time,Yes,Good
2/6/2020,Returning,Germany,Product 1,18,300,5400,On-time,No,Good
2/6/2020,Organic,United Kingdoms,Product 5,30,200,6000,On-time,No,Good
2/6/2020,Organic,Spain,Product 4,39,400,15600,On-time,No,Very good
2/6/2020,Ad,Poland,Product 2,33,500,16500,On-time,Yes,Good
2/6/2020,Returning,Spain,Product 1,31,300,9300,On-time,No,Very good
2/6/2020,Organic,Spain,Product 1,28,300,8400,On-time,No,Good
2/6/2020,Organic,United Kingdoms,Product 3,20,100,2000,On-time,No,Good
2/6/2020,Organic,Poland,Product 2,3,500,1500,On-time,Yes,Ok
2/6/2020,Returning,Germany,Product 2,25,500,12500,On-time,No,Good
2/6/2020,Organic,United Kingdoms,Product 4,49,400,19600,On-time,No,Good
2/6/2020,Ad,France,Product 2,17,500,8500,Delayed,No,Very good
2/6/2020,Ad,Poland,Product 4,12,400,4800,On-time,No,Good
2/7/2020,Organic,Poland,Product 4,25,400,10000,On-time,No,Very low
2/7/2020,Returning,Spain,Product 5,13,200,2600,On-time,No,Good
2/7/2020,Returning,United Kingdoms,Product 1,45,300,13500,On-time,No,Good
2/7/2020,Returning,Poland,Product 3,18,100,1800,On-time,No,Good
2/7/2020,Ad,Norway,Product 5,26,200,5200,On-time,Yes,Good
2/7/2020,Ad,Spain,Product 5,8,200,1600,On-time,No,Good
2/7/2020,Ad,Germany,Product 2,20,500,10000,Delayed,No,Good
2/7/2020,Organic,France,Product 4,39,400,15600,On-time,No,Ok
2/7/2020,Organic,France,Product 1,37,300,11100,On-time,No,Good
2/7/2020,Ad,Germany,Product 1,46,300,13800,On-time,No,Very good
2/7/2020,Ad,Poland,Product 4,20,400,8000,On-time,No,Ok
2/7/2020,Returning,Norway,Product 2,26,500,13000,Delayed,No,Good
2/7/2020,Organic,France,Product 4,49,400,19600,On-time,Yes,Very good
2/7/2020,Ad,Poland,Product 3,11,100,1100,On-time,No,Good
2/7/2020,Organic,Poland,Product 2,49,500,24500,On-time,No,Good
2/7/2020,Returning,Poland,Product 3,8,100,800,Delayed,No,Good
2/8/2020,Returning,Germany,Product 3,26,100,2600,On-time,No,Very good
2/8/2020,Returning,Germany,Product 2,23,500,11500,On-time,No,Ok
2/8/2020,Returning,France,Product 2,4,500,2000,On-time,No,Ok
2/8/2020,Returning,Germany,Product 1,41,300,12300,Delayed,No,Ok
2/8/2020,Ad,Poland,Product 2,27,500,13500,On-time,No,Ok
2/8/2020,Organic,Poland,Product 2,35,500,17500,On-time,No,Good
2/9/2020,Returning,Poland,Product 2,35,500,17500,On-time,No,Low
2/9/2020,Returning,France,Product 4,47,400,18800,On-time,No,Very good
2/9/2020,Ad,Germany,Product 4,12,400,4800,On-time,Yes,Ok
2/9/2020,Organic,Germany,Product 3,36,100,3600,On-time,No,Good
2/9/2020,Returning,France,Product 3,36,100,3600,On-time,Yes,Very low
2/9/2020,Organic,France,Product 4,46,400,18400,On-time,No,Very good
2/9/2020,Ad,Germany,Product 1,13,300,3900,On-time,No,Good
2/9/2020,Ad,France,Product 4,20,400,8000,On-time,No,Very good
2/9/2020,Ad,Spain,Product 1,43,300,12900,On-time,No,Good
2/9/2020,Organic,France,Product 4,29,400,11600,On-time,No,Very low
2/9/2020,Returning,France,Product 1,6,300,1800,On-time,No,Good
2/9/2020,Organic,Norway,Product 3,49,100,4900,On-time,No,Very good
2/10/2020,Organic,Poland,Product 3,26,100,2600,Delayed,No,Very good
2/10/2020,Ad,United Kingdoms,Product 4,15,400,6000,On-time,No,Very good
2/10/2020,Organic,Spain,Product 2,22,500,11000,On-time,No,Very good
2/10/2020,Ad,France,Product 2,26,500,13000,On-time,No,Very good
2/10/2020,Organic,Germany,Product 5,9,200,1800,On-time,No,Ok
2/10/2020,Ad,United Kingdoms,Product 1,29,300,8700,Delayed,No,Ok
2/10/2020,Returning,Germany,Product 1,41,300,12300,On-time,No,Very good
2/10/2020,Ad,United Kingdoms,Product 4,3,400,1200,Delayed,No,Good
2/10/2020,Organic,Germany,Product 4,48,400,19200,On-time,No,Ok
2/11/2020,Organic,United Kingdoms,Product 5,13,200,2600,On-time,No,Very low
2/11/2020,Ad,Poland,Product 2,49,500,24500,On-time,No,Good
2/11/2020,Organic,Germany,Product 5,32,200,6400,On-time,No,Good
2/11/2020,Returning,Germany,Product 4,5,400,2000,On-time,No,Very good
2/11/2020,Returning,France,Product 4,28,400,11200,On-time,No,Good
2/11/2020,Organic,United Kingdoms,Product 1,19,300,5700,On-time,No,Good
2/11/2020,Organic,Poland,Product 1,31,300,9300,On-time,No,Very good
2/12/2020,Organic,Poland,Product 2,10,500,5000,On-time,No,Ok
2/12/2020,Organic,United Kingdoms,Product 1,3,300,900,On-time,No,Good
2/12/2020,Ad,Spain,Product 3,32,100,3200,On-time,No,Ok
2/12/2020,Organic,Poland,Product 2,11,500,5500,On-time,No,Good
2/12/2020,Ad,Spain,Product 4,31,400,12400,On-time,No,Good
2/12/2020,Organic,Poland,Product 2,44,500,22000,Delayed,Yes,Good
2/12/2020,Organic,United Kingdoms,Product 3,9,100,900,On-time,No,Very good
2/12/2020,Ad,Poland,Product 4,37,400,14800,Delayed,No,Good
2/12/2020,Organic,Norway,Product 2,15,500,7500,Delayed,No,Ok
2/12/2020,Ad,Spain,Product 2,13,500,6500,On-time,No,Ok
2/12/2020,Organic,Poland,Product 2,25,500,12500,On-time,No,Good
2/13/2020,Returning,Poland,Product 2,6,500,3000,On-time,No,Very good
2/13/2020,Returning,Germany,Product 5,2,200,400,Delayed,No,Ok
2/13/2020,Ad,Germany,Product 4,14,400,5600,On-time,Yes,Very good
2/13/2020,Ad,France,Product 2,23,500,11500,On-time,No,Very good
2/13/2020,Ad,Norway,Product 4,3,400,1200,Delayed,No,Good
2/14/2020,Organic,Norway,Product 5,7,200,1400,On-time,No,Very good
2/14/2020,Ad,France,Product 1,42,300,12600,On-time,No,Good
2/14/2020,Returning,Poland,Product 1,41,300,12300,On-time,No,Very good
2/14/2020,Returning,Germany,Product 2,26,500,13000,Delayed,No,Very low
2/14/2020,Returning,United Kingdoms,Product 3,5,100,500,On-time,No,Good
2/14/2020,Organic,United Kingdoms,Product 3,42,100,4200,On-time,No,Ok
2/14/2020,Returning,Poland,Product 4,16,400,6400,On-time,Yes,Very good
2/14/2020,Ad,Germany,Product 4,16,400,6400,On-time,No,Good
2/15/2020,Returning,France,Product 4,1,400,400,On-time,No,Good
2/15/2020,Ad,United Kingdoms,Product 2,13,500,6500,On-time,No,Good
2/15/2020,Ad,Poland,Product 1,15,300,4500,On-time,No,Ok
2/15/2020,Ad,Spain,Product 2,23,500,11500,On-time,No,Good
2/15/2020,Returning,Poland,Product 4,36,400,14400,On-time,No,Ok
2/15/2020,Ad,Poland,Product 3,5,100,500,On-time,No,Good
2/15/2020,Returning,Spain,Product 3,48,100,4800,On-time,Yes,Very good
2/15/2020,Ad,Poland,Product 2,12,500,6000,On-time,No,Good
2/15/2020,Ad,Poland,Product 5,29,200,5800,On-time,No,Very low
2/15/2020,Ad,Poland,Product 4,36,400,14400,On-time,No,Very low
2/15/2020,Organic,Poland,Product 1,36,300,10800,On-time,No,Ok
2/15/2020,Ad,France,Product 1,12,300,3600,On-time,No,Low
2/16/2020,Organic,Poland,Product 1,1,300,300,On-time,Yes,Good
2/16/2020,Organic,Poland,Product 2,30,500,15000,On-time,No,Ok
2/16/2020,Ad,Poland,Product 2,29,500,14500,On-time,No,Ok
2/16/2020,Ad,United Kingdoms,Product 4,49,400,19600,On-time,No,Ok
2/16/2020,Returning,Norway,Product 3,39,100,3900,On-time,No,Very good
2/16/2020,Ad,Norway,Product 4,28,400,11200,On-time,Yes,Good
2/16/2020,Organic,France,Product 4,24,400,9600,On-time,No,Ok
2/16/2020,Organic,Poland,Product 4,26,400,10400,Delayed,No,Good
2/16/2020,Organic,Norway,Product 1,10,300,3000,On-time,No,Low
2/17/2020,Ad,United Kingdoms,Product 4,2,400,800,On-time,No,Ok
2/17/2020,Returning,France,Product 3,17,100,1700,On-time,No,Good
2/17/2020,Ad,Norway,Product 4,29,400,11600,On-time,No,Good
2/17/2020,Ad,Germany,Product 2,30,500,15000,On-time,No,Good
2/17/2020,Organic,Poland,Product 2,32,500,16000,On-time,No,Very good
2/17/2020,Ad,France,Product 4,42,400,16800,On-time,No,Ok
2/17/2020,Returning,United Kingdoms,Product 1,26,300,7800,Delayed,No,Good
2/17/2020,Organic,Germany,Product 1,22,300,6600,On-time,No,Good
2/18/2020,Ad,Germany,Product 4,31,400,12400,On-time,No,Ok
2/18/2020,Returning,Germany,Product 2,1,500,500,On-time,No,Good
2/18/2020,Organic,France,Product 1,28,300,8400,On-time,No,Very good
2/18/2020,Organic,United Kingdoms,Product 4,42,400,16800,Delayed,Yes,Good
2/18/2020,Returning,Poland,Product 1,34,300,10200,On-time,No,Good
2/18/2020,Returning,United Kingdoms,Product 5,1,200,200,Delayed,No,Very good
2/18/2020,Ad,Poland,Product 5,20,200,4000,On-time,No,Ok
2/18/2020,Returning,United Kingdoms,Product 2,44,500,22000,On-time,No,Very good
2/18/2020,Returning,France,Product 4,48,400,19200,On-time,No,Good
2/18/2020,Ad,United Kingdoms,Product 2,13,500,6500,On-time,No,Very low
2/18/2020,Ad,France,Product 5,21,200,4200,On-time,No,Good
2/19/2020,Returning,Poland,Product 4,19,400,7600,On-time,No,Good
2/19/2020,Returning,United Kingdoms,Product 2,28,500,14000,On-time,No,Good
2/19/2020,Returning,Spain,Product 2,27,500,13500,On-time,No,Good
2/19/2020,Returning,United Kingdoms,Product 4,22,400,8800,On-time,No,Very good
2/19/2020,Returning,Poland,Product 2,33,500,16500,On-time,No,Very low
2/19/2020,Returning,Germany,Product 2,8,500,4000,On-time,No,Ok
2/19/2020,Organic,Spain,Product 2,6,500,3000,On-time,No,Low
2/19/2020,Ad,Poland,Product 4,47,400,18800,On-time,No,Very good
2/19/2020,Organic,Poland,Product 2,19,500,9500,On-time,No,Very good
2/19/2020,Returning,United Kingdoms,Product 4,16,400,6400,On-time,No,Good
2/19/2020,Ad,Germany,Product 3,17,100,1700,On-time,No,Ok
2/20/2020,Ad,Germany,Product 1,2,300,600,On-time,No,Good
2/20/2020,Returning,Poland,Product 1,30,300,9000,Delayed,No,Ok
2/20/2020,Returning,United Kingdoms,Product 2,45,500,22500,On-time,No,Very good
2/20/2020,Ad,France,Product 1,25,300,7500,On-time,No,Low
2/20/2020,Organic,Germany,Product 2,20,500,10000,On-time,No,Good
2/20/2020,Ad,Poland,Product 3,19,100,1900,Delayed,No,Good
2/20/2020,Ad,Germany,Product 3,16,100,1600,On-time,No,Ok
2/20/2020,Organic,France,Product 4,49,400,19600,On-time,No,Very good
2/20/2020,Returning,United Kingdoms,Product 1,19,300,5700,On-time,Yes,Very good
2/20/2020,Ad,Poland,Product 2,14,500,7000,Delayed,No,Good
2/21/2020,Returning,Spain,Product 4,30,400,12000,On-time,No,Very low
2/21/2020,Returning,Poland,Product 2,30,500,15000,Delayed,No,Low
2/21/2020,Organic,United Kingdoms,Product 4,37,400,14800,On-time,No,Good
2/21/2020,Returning,United Kingdoms,Product 2,9,500,4500,On-time,No,Very good
2/21/2020,Returning,United Kingdoms,Product 4,29,400,11600,On-time,No,Ok
2/21/2020,Ad,Germany,Product 4,17,400,6800,On-time,Yes,Good
2/21/2020,Organic,United Kingdoms,Product 4,1,400,400,On-time,No,Ok
2/21/2020,Ad,United Kingdoms,Product 4,37,400,14800,On-time,No,Very good
2/21/2020,Organic,Spain,Product 1,35,300,10500,On-time,No,Very good
2/21/2020,Organic,Norway,Product 1,30,300,9000,On-time,No,Good
2/21/2020,Ad,United Kingdoms,Product 5,37,200,7400,On-time,Yes,Good
2/22/2020,Returning,Norway,Product 2,12,500,6000,On-time,No,Good
2/22/2020,Ad,Spain,Product 3,49,100,4900,On-time,No,Ok
2/22/2020,Ad,France,Product 1,34,300,10200,On-time,No,Ok
2/22/2020,Organic,Germany,Product 4,3,400,1200,On-time,No,Good
2/22/2020,Returning,Poland,Product 4,2,400,800,On-time,No,Good
2/22/2020,Organic,Germany,Product 2,43,500,21500,On-time,No,Very good
2/22/2020,Ad,United Kingdoms,Product 1,42,300,12600,On-time,No,Very good
2/22/2020,Returning,Poland,Product 2,41,500,20500,On-time,No,Ok
2/22/2020,Organic,Poland,Product 1,12,300,3600,Delayed,No,Very good
2/22/2020,Returning,Germany,Product 5,36,200,7200,On-time,No,Good
2/22/2020,Ad,Poland,Product 4,7,400,2800,On-time,No,Good
2/22/2020,Ad,Poland,Product 1,49,300,14700,On-time,No,Good
2/22/2020,Returning,Germany,Product 4,31,400,12400,On-time,Yes,Ok
2/22/2020,Ad,Poland,Product 4,24,400,9600,On-time,No,Good
2/22/2020,Organic,Norway,Product 4,9,400,3600,On-time,No,Good
2/22/2020,Organic,Germany,Product 3,6,100,600,On-time,No,Ok
2/23/2020,Organic,United Kingdoms,Product 4,40,400,16000,On-time,No,Ok
2/23/2020,Organic,France,Product 4,37,400,14800,On-time,No,Very good
2/23/2020,Returning,Poland,Product 2,49,500,24500,On-time,No,Ok
2/23/2020,Returning,Poland,Product 4,18,400,7200,On-time,No,Very good
2/23/2020,Ad,United Kingdoms,Product 2,15,500,7500,On-time,No,Good
2/23/2020,Returning,France,Product 1,21,300,6300,On-time,No,Ok
2/23/2020,Ad,France,Product 1,18,300,5400,On-time,No,Good
2/23/2020,Organic,Spain,Product 2,31,500,15500,On-time,No,Very good
2/23/2020,Organic,Germany,Product 4,15,400,6000,On-time,No,Very good
2/23/2020,Ad,Poland,Product 2,26,500,13000,On-time,No,Good
2/24/2020,Returning,Norway,Product 3,37,100,3700,On-time,No,Ok
2/24/2020,Organic,France,Product 2,29,500,14500,On-time,No,Very good
2/24/2020,Organic,Poland,Product 4,11,400,4400,On-time,No,Ok
2/24/2020,Returning,Germany,Product 2,37,500,18500,On-time,No,Very good
2/24/2020,Returning,Spain,Product 4,31,400,12400,On-time,No,Ok
2/24/2020,Returning,Germany,Product 2,26,500,13000,On-time,Yes,Good
2/25/2020,Ad,United Kingdoms,Product 2,5,500,2500,On-time,No,Very good
2/25/2020,Ad,Norway,Product 2,15,500,7500,Delayed,No,Ok
2/25/2020,Returning,France,Product 2,14,500,7000,On-time,No,Very good
2/25/2020,Returning,Germany,Product 4,19,400,7600,On-time,No,Very good
2/26/2020,Organic,Poland,Product 2,37,500,18500,On-time,No,Good
2/26/2020,Organic,Poland,Product 4,40,400,16000,On-time,No,Very good
2/26/2020,Returning,Poland,Product 5,9,200,1800,On-time,No,Good
2/26/2020,Organic,Poland,Product 2,1,500,500,On-time,No,Very good
2/26/2020,Organic,Germany,Product 4,42,400,16800,On-time,No,Very good
2/27/2020,Organic,France,Product 3,9,100,900,On-time,No,Good
2/27/2020,Organic,United Kingdoms,Product 1,18,300,5400,On-time,No,Very good
2/27/2020,Ad,Germany,Product 1,46,300,13800,On-time,No,Very good
2/27/2020,Organic,United Kingdoms,Product 4,19,400,7600,On-time,No,Good
2/28/2020,Organic,Poland,Product 2,16,500,8000,On-time,No,Ok
2/28/2020,Ad,United Kingdoms,Product 1,37,300,11100,On-time,No,Ok
2/28/2020,Ad,Poland,Product 5,7,200,1400,On-time,No,Very good
2/28/2020,Returning,Poland,Product 1,13,300,3900,On-time,No,Ok
2/28/2020,Organic,Poland,Product 2,5,500,2500,On-time,No,Good
2/28/2020,Returning,Poland,Product 2,31,500,15500,On-time,No,Good
2/28/2020,Organic,Germany,Product 3,13,100,1300,On-time,No,Very low
2/28/2020,Organic,France,Product 2,28,500,14000,Delayed,No,Very good
2/29/2020,Ad,United Kingdoms,Product 2,8,500,4000,On-time,No,Good
2/29/2020,Organic,Poland,Product 5,18,200,3600,Delayed,No,Good
2/29/2020,Organic,Norway,Product 4,43,400,17200,On-time,No,Very good
2/29/2020,Ad,Norway,Product 4,27,400,10800,On-time,No,Good
2/29/2020,Ad,Poland,Product 2,32,500,16000,On-time,No,Good
2/29/2020,Organic,France,Product 3,3,100,300,On-time,No,Very good
2/29/2020,Organic,Poland,Product 1,37,300,11100,On-time,No,Good
2/29/2020,Ad,United Kingdoms,Product 4,39,400,15600,Delayed,No,Good
2/29/2020,Organic,Germany,Product 3,28,100,2800,On-time,No,Very good
2/29/2020,Organic,Poland,Product 1,40,300,12000,On-time,No,Very good
2/29/2020,Organic,United Kingdoms,Product 4,22,400,8800,On-time,No,Ok
3/1/2020,Organic,Poland,Product 5,17,200,3400,On-time,No,Good
3/1/2020,Ad,United Kingdoms,Product 1,27,300,8100,On-time,No,Very good
3/1/2020,Returning,France,Product 2,18,500,9000,On-time,No,Ok
3/1/2020,Ad,Germany,Product 3,7,100,700,Delayed,No,Good
3/1/2020,Returning,United Kingdoms,Product 2,6,500,3000,On-time,No,Ok
3/1/2020,Returning,Germany,Product 4,28,400,11200,On-time,No,Ok
3/1/2020,Organic,United Kingdoms,Product 2,27,500,13500,On-time,No,Very good
3/1/2020,Returning,United Kingdoms,Product 2,22,500,11000,Delayed,Yes,Very good
3/1/2020,Organic,Poland,Product 3,40,100,4000,Delayed,No,Good
3/1/2020,Ad,United Kingdoms,Product 2,39,500,19500,On-time,No,Very good
3/1/2020,Organic,United Kingdoms,Product 3,38,100,3800,Delayed,No,Very good
3/1/2020,Organic,Poland,Product 4,47,400,18800,On-time,No,Very good
3/1/2020,Returning,Spain,Product 2,35,500,17500,On-time,No,Ok
3/1/2020,Organic,France,Product 2,39,500,19500,On-time,No,Very good
3/1/2020,Organic,Germany,Product 4,47,400,18800,Delayed,No,Ok
3/1/2020,Organic,United Kingdoms,Product 4,8,400,3200,On-time,No,Ok
3/1/2020,Ad,United Kingdoms,Product 2,21,500,10500,On-time,No,Very good
3/1/2020,Returning,Spain,Product 3,23,100,2300,On-time,No,Good
3/2/2020,Returning,United Kingdoms,Product 5,48,200,9600,On-time,Yes,Very good
3/2/2020,Organic,Poland,Product 2,25,500,12500,On-time,No,Low
3/2/2020,Ad,Poland,Product 1,1,300,300,On-time,No,Very good
3/2/2020,Organic,Germany,Product 1,6,300,1800,On-time,No,Very good
3/2/2020,Returning,Poland,Product 4,21,400,8400,On-time,No,Good
3/2/2020,Organic,Germany,Product 3,17,100,1700,Delayed,No,Good
3/2/2020,Returning,Poland,Product 4,24,400,9600,On-time,No,Good
3/3/2020,Organic,United Kingdoms,Product 2,14,500,7000,On-time,No,Good
3/3/2020,Organic,Poland,Product 3,22,100,2200,On-time,No,Good
3/3/2020,Returning,United Kingdoms,Product 4,30,400,12000,On-time,No,Good
3/3/2020,Ad,Germany,Product 2,9,500,4500,Delayed,No,Ok
3/3/2020,Organic,France,Product 4,32,400,12800,On-time,No,Good
3/3/2020,Organic,United Kingdoms,Product 2,4,500,2000,Delayed,No,Very good
3/3/2020,Ad,Poland,Product 1,34,300,10200,On-time,No,Good
3/3/2020,Ad,Spain,Product 1,41,300,12300,On-time,No,Good
3/3/2020,Organic,Poland,Product 3,9,100,900,On-time,No,Good
3/3/2020,Organic,Norway,Product 5,29,200,5800,On-time,No,Ok
3/3/2020,Organic,France,Product 4,35,400,14000,On-time,No,Very good
3/3/2020,Organic,Poland,Product 5,40,200,8000,On-time,No,Good
3/3/2020,Returning,United Kingdoms,Product 5,49,200,9800,On-time,No,Ok
3/3/2020,Organic,Spain,Product 3,10,100,1000,On-time,No,Very low
3/3/2020,Ad,Germany,Product 2,33,500,16500,On-time,No,Good
3/3/2020,Organic,Poland,Product 5,43,200,8600,On-time,No,Ok
3/3/2020,Returning,United Kingdoms,Product 4,42,400,16800,Delayed,No,Ok
3/4/2020,Ad,Spain,Product 1,2,300,600,On-time,Yes,Very good
3/4/2020,Ad,Poland,Product 3,48,100,4800,Delayed,No,Good
3/4/2020,Organic,Norway,Product 3,17,100,1700,On-time,No,Ok
3/4/2020,Returning,United Kingdoms,Product 4,9,400,3600,On-time,No,Good
3/4/2020,Ad,United Kingdoms,Product 2,6,500,3000,On-time,No,Ok
